Source,Target,Weight
2hspear_soulforgedspeart5,timbert51,"('Glittering Ebony', 15)"
2hspear_soulforgedspeart5,leathert51,"('Runic Leather', 5)"
2hspear_soulforgedspeart5,embossedwrappingt5,"('Embossed Wrapping', 1)"
2hspear_soulforgedspeart5,witheredbought1,"('Withered Bough', 1)"
2hspear_soulforgedspeart5,tolviumt1,"('Tolvium', 4)"
2hspear_soulforgedspeart5,smolderhidet1,"('Smolderhide', 2)"
2hbow_warpwoodt5,timbert51,"('Glittering Ebony', 20)"
2hbow_warpwoodt5,clotht51,"('Phoenixweave', 15)"
2hbow_warpwoodt5,leathert51,"('Runic Leather', 5)"
2hbow_warpwoodt5,enchantedbowstringt5,"('Enchanted Bow String', 1)"
2hbow_warpwoodt5,splinteredbowt1,"('Splintered Bow', 1)"
2hbow_warpwoodt5,wildwoodt1,"('Wildwood', 4)"
2hbow_warpwoodt5,blisterweavet1,"('Blisterweave', 2)"
2hmusket_musketofunseenpowert5,ingott51,"('Asmodeum', 20)"
2hmusket_musketofunseenpowert5,timbert51,"('Glittering Ebony', 15)"
2hmusket_musketofunseenpowert5,leathert51,"('Runic Leather', 5)"
2hmusket_musketofunseenpowert5,intricatelockt5,"('Intricate Firearm Lock', 1)"
2hmusket_musketofunseenpowert5,fragmentedmuskett1,"('Fragmented Musket', 1)"
2hmusket_musketofunseenpowert5,tolviumt1,"('Tolvium', 4)"
2hmusket_musketofunseenpowert5,smolderhidet1,"('Smolderhide', 2)"
house_housingitem_buff_damage_vs_beasts_t3,timbert5,"('Ironwood Planks', 25)"
house_housingitem_buff_damage_vs_beasts_t3,ingott5,"('Orichalcum Ingot', 20)"
house_housingitem_buff_damage_vs_beasts_t3,woodstaint5,"('Mahogany Stain', 1)"
house_housingitem_buff_damage_vs_beasts_t3,pristinebearclawt1,"('Pristine Bear Claw', 1)"
house_housingitem_buff_damage_vs_beasts_t3,house_housingitem_buff_damage_vs_beasts_t2,"('Basic Wildlife Combat Trophy', 1)"
1hthrowingaxe_axeoftheabysst5,ingott51,"('Asmodeum', 14)"
1hthrowingaxe_axeoftheabysst5,leathert51,"('Runic Leather', 8)"
1hthrowingaxe_axeoftheabysst5,timbert51,"('Glittering Ebony', 3)"
1hthrowingaxe_axeoftheabysst5,embossedwrappingt5,"('Embossed Wrapping', 1)"
1hthrowingaxe_axeoftheabysst5,brokenhatchett1,"('Broken Hatchet', 1)"
1hthrowingaxe_axeoftheabysst5,smolderhidet1,"('Smolderhide', 2)"
heavyfeet_furlinedt5,Tier 5 Metals,"(None, 6)"
heavyfeet_furlinedt5,Leathers,"(None, 2)"
heavyfeet_furlinedt5,Cloth,"(None, 1)"
mediumfeet_beasthuntert5,Tier 5 Leather,"(None, 6)"
mediumfeet_beasthuntert5,Cloth,"(None, 2)"
mediumfeet_beasthuntert5,Metals,"(None, 1)"
lightfeet_shadewalkert5,Tier 5 Cloth,"(None, 6)"
lightfeet_shadewalkert5,Leathers,"(None, 2)"
lightfeet_shadewalkert5,Metals,"(None, 1)"
heavyhead_voidbentt5,ingott51,"('Asmodeum', 10)"
heavyhead_voidbentt5,leathert51,"('Runic Leather', 4)"
heavyhead_voidbentt5,clotht51,"('Phoenixweave', 4)"
heavyhead_voidbentt5,furt5,"('Infused Fur', 2)"
heavyhead_voidbentt5,voidbentingot,"('Voidbent Ingot', 1)"
heavyhead_voidbentt5,tolviumt1,"('Tolvium', 4)"
heavyhead_voidbentt5,cinnabart1,"('Cinnabar', 2)"
heavychest_voidbentt5,ingott51,"('Asmodeum', 20)"
heavychest_voidbentt5,leathert51,"('Runic Leather', 8)"
heavychest_voidbentt5,clotht51,"('Phoenixweave', 7)"
heavychest_voidbentt5,furt5,"('Infused Fur', 2)"
heavychest_voidbentt5,voidbentingot,"('Voidbent Ingot', 1)"
heavychest_voidbentt5,tolviumt1,"('Tolvium', 4)"
heavychest_voidbentt5,cinnabart1,"('Cinnabar', 2)"
house_housingitem_buff_damage_vs_ancients_t3,timbert5,"('Ironwood Planks', 25)"
house_housingitem_buff_damage_vs_ancients_t3,ingott5,"('Orichalcum Ingot', 20)"
house_housingitem_buff_damage_vs_ancients_t3,woodstaint5,"('Mahogany Stain', 1)"
house_housingitem_buff_damage_vs_ancients_t3,ancientmandiblet1,"('Ancient Mandible', 1)"
house_housingitem_buff_damage_vs_ancients_t3,house_housingitem_buff_damage_vs_ancients_t2,"('Basic Ancients Combat Trophy', 1)"
heavyhands_voidbentt5,ingott51,"('Asmodeum', 6)"
heavyhands_voidbentt5,leathert51,"('Runic Leather', 2)"
heavyhands_voidbentt5,clotht51,"('Phoenixweave', 1)"
heavyhands_voidbentt5,furt5,"('Infused Fur', 2)"
heavyhands_voidbentt5,voidbentingot,"('Voidbent Ingot', 1)"
heavyhands_voidbentt5,tolviumt1,"('Tolvium', 4)"
heavyhands_voidbentt5,cinnabart1,"('Cinnabar', 2)"
heavylegs_voidbentt5,ingott51,"('Asmodeum', 12)"
heavylegs_voidbentt5,leathert51,"('Runic Leather', 4)"
heavylegs_voidbentt5,clotht51,"('Phoenixweave', 2)"
heavylegs_voidbentt5,furt5,"('Infused Fur', 2)"
heavylegs_voidbentt5,voidbentingot,"('Voidbent Ingot', 1)"
heavylegs_voidbentt5,tolviumt1,"('Tolvium', 4)"
heavylegs_voidbentt5,cinnabart1,"('Cinnabar', 2)"
house_housingitem_pirate_bookcase02_c,timbert5,"('Ironwood Planks', 30)"
house_housingitem_pirate_bookcase02_c,ingott5,"('Orichalcum Ingot', 15)"
house_housingitem_pirate_bookcase02_c,woodstaint5,"('Mahogany Stain', 2)"
house_housingitem_pirate_cabinet02_d,timbert5,"('Ironwood Planks', 30)"
house_housingitem_pirate_cabinet02_d,ingott5,"('Orichalcum Ingot', 15)"
house_housingitem_pirate_cabinet02_d,woodstaint5,"('Mahogany Stain', 2)"
1hrapier_honorboundrapiert5,ingott51,"('Asmodeum', 14)"
1hrapier_honorboundrapiert5,leathert51,"('Runic Leather', 8)"
1hrapier_honorboundrapiert5,timbert51,"('Glittering Ebony', 3)"
1hrapier_honorboundrapiert5,etchedhandguardt5,"('Etched Handguard', 1)"
1hrapier_honorboundrapiert5,tolviumt1,"('Tolvium', 4)"
1hrapier_honorboundrapiert5,scarhidet1,"('Scarhide', 2)"
1hthrowingaxe_pixiespunishert5,ingott51,"('Asmodeum', 14)"
1hthrowingaxe_pixiespunishert5,leathert51,"('Runic Leather', 8)"
1hthrowingaxe_pixiespunishert5,timbert51,"('Glittering Ebony', 3)"
1hthrowingaxe_pixiespunishert5,embossedwrappingt5,"('Embossed Wrapping', 1)"
1hthrowingaxe_pixiespunishert5,tolviumt1,"('Tolvium', 2)"
house_housingitem_pirate_bookcase02_d,timbert5,"('Ironwood Planks', 30)"
house_housingitem_pirate_bookcase02_d,ingott5,"('Orichalcum Ingot', 15)"
house_housingitem_pirate_bookcase02_d,woodstaint5,"('Mahogany Stain', 2)"
house_housingitem_pirate_bedsidetable_c,timbert5,"('Ironwood Planks', 30)"
house_housingitem_pirate_bedsidetable_c,ingott5,"('Orichalcum Ingot', 15)"
house_housingitem_pirate_bedsidetable_c,woodstaint5,"('Mahogany Stain', 2)"
2hstafffire_waningcrescent_t5,essencefiret1,"('Fire Quintessence', 20)"
2hstafffire_waningcrescent_t5,timbert51,"('Glittering Ebony', 15)"
2hstafffire_waningcrescent_t5,ingott51,"('Asmodeum', 5)"
2hstafffire_waningcrescent_t5,corecrystalfiret5,"('Fire Crystal Core', 1)"
2hstafffire_waningcrescent_t5,barbvinet1,"('Barbvine', 4)"
2hstafffire_waningcrescent_t5,scaleclotht1,"('Scalecloth', 2)"
house_housingitem_pirate_stove01_c,timbert5,"('Ironwood Planks', 15)"
house_housingitem_pirate_stove01_c,ingott5,"('Orichalcum Ingot', 10)"
house_housingitem_pirate_stove01_c,woodstaint5,"('Mahogany Stain', 2)"
foodfocstrt5,baitfreshoystert3,"('Oyster Bait', 1)"
foodfocstrt5,buttert1,"('Butter', 1)"
foodfocstrt5,pastat1,"('Pasta', 1)"
foodfocstrt5,cheeset1,"('Cheese', 1)"
foodfocstrt5,garlict1,"('Garlic', 1)"
foodfocstrt5,mushroomt1,"('Mushroom', 1)"
foodfocstrt5,parsleyt1,"('Parsley', 1)"
house_housingitem_pirate_armoire01_c,timbert5,"('Ironwood Planks', 30)"
house_housingitem_pirate_armoire01_c,ingott5,"('Orichalcum Ingot', 15)"
house_housingitem_pirate_armoire01_c,woodstaint5,"('Mahogany Stain', 2)"
2hbow_veilpiercert5,timbert51,"('Glittering Ebony', 20)"
2hbow_veilpiercert5,clotht51,"('Phoenixweave', 15)"
2hbow_veilpiercert5,leathert51,"('Runic Leather', 5)"
2hbow_veilpiercert5,enchantedbowstringt5,"('Enchanted Bow String', 1)"
2hbow_veilpiercert5,barbvinet1,"('Barbvine', 4)"
2hbow_veilpiercert5,wildwoodt1,"('Wildwood', 2)"
1hgauntletice_frostfairysgiftt5,essencewatert1,"('Water Quintessence', 20)"
1hgauntletice_frostfairysgiftt5,leathert51,"('Runic Leather', 15)"
1hgauntletice_frostfairysgiftt5,ingott51,"('Asmodeum', 5)"
1hgauntletice_frostfairysgiftt5,corecrystalicet5,"('Ice Crystal Core', 1)"
1hgauntletice_frostfairysgiftt5,barbvinet1,"('Barbvine', 4)"
1hgauntletice_frostfairysgiftt5,scaleclotht1,"('Scalecloth', 2)"
foodfocdext5,turkeythight1,"('Poultry Thigh', 1)"
foodfocdext5,saltt1,"('Salt', 1)"
foodfocdext5,rosemaryt1,"('Rosemary', 1)"
foodfocdext5,parsleyt1,"('Parsley', 1)"
foodfocdext5,thymet1,"('Thyme', 1)"
foodfocdext5,saget1,"('Sage', 1)"
foodfocdext5,peppercornt1,"('Peppercorn', 1)"
house_housingitem_pirate_armoire01_d,timbert5,"('Ironwood Planks', 30)"
house_housingitem_pirate_armoire01_d,ingott5,"('Orichalcum Ingot', 15)"
house_housingitem_pirate_armoire01_d,woodstaint5,"('Mahogany Stain', 2)"
house_housingitem_table_pirate_table01_d,timbert5,"('Ironwood Planks', 30)"
house_housingitem_table_pirate_table01_d,ingott5,"('Orichalcum Ingot', 15)"
house_housingitem_table_pirate_table01_d,woodstaint5,"('Mahogany Stain', 2)"
foodintt5,fishingbishopfisht5,"('Abaia Serpe', 1)"
foodintt5,watert1,"('Water', 1)"
foodintt5,stringbeant1,"('String Bean', 1)"
foodintt5,squasht1,"('Squash', 1)"
foodintt5,oranget1,"('Orange', 1)"
foodintt5,buttert1,"('Butter', 1)"
foodintt5,cornt1,"('Corn', 1)"
house_housingitem_chair_pirate_chair01_c,timbert5,"('Ironwood Planks', 15)"
house_housingitem_chair_pirate_chair01_c,ingott5,"('Orichalcum Ingot', 10)"
house_housingitem_chair_pirate_chair01_c,woodstaint5,"('Mahogany Stain', 1)"
house_housingitem_table_pirate_table02_c,timbert5,"('Ironwood Planks', 30)"
house_housingitem_table_pirate_table02_c,ingott5,"('Orichalcum Ingot', 15)"
house_housingitem_table_pirate_table02_c,woodstaint5,"('Mahogany Stain', 2)"
foodintdext5,primeredmeatt1,"('Prime Red Meat', 1)"
foodintdext5,mushroomt1,"('Mushroom', 1)"
foodintdext5,buttert1,"('Butter', 1)"
foodintdext5,milkt1,"('Milk', 1)"
foodintdext5,peppercornt1,"('Peppercorn', 1)"
foodintdext5,parsleyt1,"('Parsley', 1)"
foodintdext5,oniont1,"('Onion', 1)"
house_housingitem_chair_pirate_chair01_d,timbert5,"('Ironwood Planks', 15)"
house_housingitem_chair_pirate_chair01_d,ingott5,"('Orichalcum Ingot', 10)"
house_housingitem_chair_pirate_chair01_d,woodstaint5,"('Mahogany Stain', 1)"
house_housingitem_table_pirate_table01_c,timbert5,"('Ironwood Planks', 30)"
house_housingitem_table_pirate_table01_c,ingott5,"('Orichalcum Ingot', 15)"
house_housingitem_table_pirate_table01_c,woodstaint5,"('Mahogany Stain', 2)"
foodintcont5,bearflankt1,"('Rich Bear Flank', 1)"
foodintcont5,honeyt1,"('Honey', 1)"
foodintcont5,stringbeant1,"('String Bean', 1)"
foodintcont5,mushroomt1,"('Mushroom', 1)"
foodintcont5,cauliflowert1,"('Cauliflower', 1)"
foodintcont5,oniont1,"('Onion', 1)"
foodintcont5,cookingoilt1,"('Cooking Oil', 1)"
house_housingitem_table_pirate_island01,timbert5,"('Ironwood Planks', 30)"
house_housingitem_table_pirate_island01,ingott5,"('Orichalcum Ingot', 15)"
house_housingitem_table_pirate_island01,woodstaint5,"('Mahogany Stain', 2)"
1hlongsword_opusbladet5,ingott51,"('Asmodeum', 14)"
1hlongsword_opusbladet5,leathert51,"('Runic Leather', 8)"
1hlongsword_opusbladet5,timbert51,"('Glittering Ebony', 3)"
1hlongsword_opusbladet5,etchedhandguardt5,"('Etched Handguard', 1)"
1hlongsword_opusbladet5,cinnabart1,"('Cinnabar', 4)"
1hlongsword_opusbladet5,smolderhidet1,"('Smolderhide', 2)"
house_housingitem_chair_pirate_chair02_c,timbert5,"('Ironwood Planks', 15)"
house_housingitem_chair_pirate_chair02_c,ingott5,"('Orichalcum Ingot', 10)"
house_housingitem_chair_pirate_chair02_c,woodstaint5,"('Mahogany Stain', 1)"
2hmusket_inquisitiont5,ingott51,"('Asmodeum', 20)"
2hmusket_inquisitiont5,timbert51,"('Glittering Ebony', 15)"
2hmusket_inquisitiont5,leathert51,"('Runic Leather', 5)"
2hmusket_inquisitiont5,intricatelockt5,"('Intricate Firearm Lock', 1)"
2hmusket_inquisitiont5,cinnabart1,"('Cinnabar', 4)"
2hmusket_inquisitiont5,scarhidet1,"('Scarhide', 2)"
house_housingitem_settler_bookcase01_d,timbert5,"('Ironwood Planks', 35)"
house_housingitem_settler_bookcase01_d,ingott5,"('Orichalcum Ingot', 10)"
house_housingitem_settler_bookcase01_d,woodstaint5,"('Mahogany Stain', 2)"
potionfamilywardbeastt5,watert1,"('Water', 1)"
potionfamilywardbeastt5,Tier 5 Protective Reagents,"(None, 1)"
potionfamilywardbeastt5,Earth Reagents,"(None, 1)"
potionfamilywardbeastt5,Spirit Reagents,"(None, 1)"
potionboostarcaneabst5,watert1,"('Water', 1)"
potionboostarcaneabst5,Tier 5 Protective Reagents,"(None, 1)"
potionboostarcaneabst5,Water Reagents,"(None, 1)"
potionboostarcaneabst5,Spirit Reagents,"(None, 1)"
potionboostnatureabst5,watert1,"('Water', 1)"
potionboostnatureabst5,Tier 5 Protective Reagents,"(None, 1)"
potionboostnatureabst5,Earth Reagents,"(None, 1)"
potionboostnatureabst5,Spirit Reagents,"(None, 1)"
heavychest_furlinedt5,Tier 5 Metals,"(None, 20)"
heavychest_furlinedt5,Leathers,"(None, 8)"
heavychest_furlinedt5,Cloth,"(None, 7)"
dyeb116,watert1,"('Water', 3)"
dyeb116,pigmentred,"('Red Pigment', 2)"
dyeb116,pigmentbrown,"('Brown Pigment', 1)"
house_housingitem_settler_bookcase02_d,timbert5,"('Ironwood Planks', 35)"
house_housingitem_settler_bookcase02_d,ingott5,"('Orichalcum Ingot', 10)"
house_housingitem_settler_bookcase02_d,woodstaint5,"('Mahogany Stain', 2)"
potionboostlightningabst5,watert1,"('Water', 1)"
potionboostlightningabst5,Tier 5 Protective Reagents,"(None, 1)"
potionboostlightningabst5,Fire Reagents,"(None, 1)"
potionboostlightningabst5,Spirit Reagents,"(None, 1)"
house_housingitem_settler_cabinet01_d,timbert5,"('Ironwood Planks', 35)"
house_housingitem_settler_cabinet01_d,ingott5,"('Orichalcum Ingot', 10)"
house_housingitem_settler_cabinet01_d,woodstaint5,"('Mahogany Stain', 2)"
potionboostvoidabst5,watert1,"('Water', 1)"
potionboostvoidabst5,Tier 5 Protective Reagents,"(None, 1)"
potionboostvoidabst5,Death Reagents,"(None, 1)"
potionboostvoidabst5,Spirit Reagents,"(None, 1)"
dyeb100,watert1,"('Water', 3)"
dyeb100,pigmentblack,"('Black Pigment', 2)"
dyeb100,pigmentwhite,"('White Pigment', 1)"
house_housingitem_settler_cabinet02_d,timbert5,"('Ironwood Planks', 35)"
house_housingitem_settler_cabinet02_d,ingott5,"('Orichalcum Ingot', 10)"
house_housingitem_settler_cabinet02_d,woodstaint5,"('Mahogany Stain', 2)"
focstrbonust4,focstrbonust3,"('Ancient Rib', 3)"
focstrbonust4,transmutationcatalystt5,"('Grand Transmutation Catalyst', 1)"
repairkitt5,repair_t1,"(None, 300)"
repairkitt5,Any Craft Mods,"(None, 1)"
strintbonust4,strintbonust3,"('Gold Lost Locket', 3)"
strintbonust4,transmutationcatalystt5,"('Grand Transmutation Catalyst', 1)"
dexintbonust4,dexintbonust3,"('Fish Fang', 3)"
dexintbonust4,transmutationcatalystt5,"('Grand Transmutation Catalyst', 1)"
dexconbonust4,dexconbonust3,"('Starmetal Hook', 3)"
dexconbonust4,transmutationcatalystt5,"('Grand Transmutation Catalyst', 1)"
2hstafffirecrafteddungeon7t5,stickyvinest1,"('Sticky Vines', 10)"
2hstafffirecrafteddungeon7t5,putridbarkt1,"('Putrid Bark', 1)"
2hstafffirecrafteddungeon7t5,Tier 5 Metals,"(None, 12)"
2hstafffirecrafteddungeon7t5,Wood,"(None, 5)"
