Source,Target,Weight
cinnabart1,heavyhands_voidbentt5,2
ingott51,heavylegs_voidbentt5,12
leathert51,heavylegs_voidbentt5,4
clotht51,heavylegs_voidbentt5,2
furt5,heavylegs_voidbentt5,2
voidbentingot,heavylegs_voidbentt5,1
tolviumt1,heavylegs_voidbentt5,4
cinnabart1,heavylegs_voidbentt5,2
timbert5,house_housingitem_pirate_bookcase02_c,30
ingott5,house_housingitem_pirate_bookcase02_c,15
woodstaint5,house_housingitem_pirate_bookcase02_c,2
timbert5,house_housingitem_pirate_cabinet02_d,30
ingott5,house_housingitem_pirate_cabinet02_d,15
woodstaint5,house_housingitem_pirate_cabinet02_d,2
ingott51,1hrapier_honorboundrapiert5,14
leathert51,1hrapier_honorboundrapiert5,8
timbert51,1hrapier_honorboundrapiert5,3
etchedhandguardt5,1hrapier_honorboundrapiert5,1
tolviumt1,1hrapier_honorboundrapiert5,4
scarhidet1,1hrapier_honorboundrapiert5,2
ingott51,1hthrowingaxe_pixiespunishert5,14
leathert51,1hthrowingaxe_pixiespunishert5,8
timbert51,1hthrowingaxe_pixiespunishert5,3
embossedwrappingt5,1hthrowingaxe_pixiespunishert5,1
tolviumt1,1hthrowingaxe_pixiespunishert5,2
timbert5,house_housingitem_pirate_bookcase02_d,30
ingott5,house_housingitem_pirate_bookcase02_d,15
woodstaint5,house_housingitem_pirate_bookcase02_d,2
timbert5,house_housingitem_pirate_bedsidetable_c,30
ingott5,house_housingitem_pirate_bedsidetable_c,15
woodstaint5,house_housingitem_pirate_bedsidetable_c,2
essencefiret1,2hstafffire_waningcrescent_t5,20
timbert51,2hstafffire_waningcrescent_t5,15
ingott51,2hstafffire_waningcrescent_t5,5
corecrystalfiret5,2hstafffire_waningcrescent_t5,1
barbvinet1,2hstafffire_waningcrescent_t5,4
scaleclotht1,2hstafffire_waningcrescent_t5,2
timbert5,house_housingitem_pirate_stove01_c,15
ingott5,house_housingitem_pirate_stove01_c,10
woodstaint5,house_housingitem_pirate_stove01_c,2
baitfreshoystert3,foodfocstrt5,1
buttert1,foodfocstrt5,1
pastat1,foodfocstrt5,1
cheeset1,foodfocstrt5,1
garlict1,foodfocstrt5,1
mushroomt1,foodfocstrt5,1
parsleyt1,foodfocstrt5,1
timbert5,house_housingitem_pirate_armoire01_c,30
ingott5,house_housingitem_pirate_armoire01_c,15
woodstaint5,house_housingitem_pirate_armoire01_c,2
timbert51,2hbow_veilpiercert5,20
clotht51,2hbow_veilpiercert5,15
leathert51,2hbow_veilpiercert5,5
enchantedbowstringt5,2hbow_veilpiercert5,1
barbvinet1,2hbow_veilpiercert5,4
wildwoodt1,2hbow_veilpiercert5,2
essencewatert1,1hgauntletice_frostfairysgiftt5,20
leathert51,1hgauntletice_frostfairysgiftt5,15
ingott51,1hgauntletice_frostfairysgiftt5,5
corecrystalicet5,1hgauntletice_frostfairysgiftt5,1
barbvinet1,1hgauntletice_frostfairysgiftt5,4
scaleclotht1,1hgauntletice_frostfairysgiftt5,2
turkeythight1,foodfocdext5,1
saltt1,foodfocdext5,1
rosemaryt1,foodfocdext5,1
parsleyt1,foodfocdext5,1
thymet1,foodfocdext5,1
saget1,foodfocdext5,1
peppercornt1,foodfocdext5,1
timbert5,house_housingitem_pirate_armoire01_d,30
ingott5,house_housingitem_pirate_armoire01_d,15
woodstaint5,house_housingitem_pirate_armoire01_d,2
timbert5,house_housingitem_table_pirate_table01_d,30
ingott5,house_housingitem_table_pirate_table01_d,15
woodstaint5,house_housingitem_table_pirate_table01_d,2
fishingbishopfisht5,foodintt5,1
watert1,foodintt5,1
stringbeant1,foodintt5,1
squasht1,foodintt5,1
oranget1,foodintt5,1
buttert1,foodintt5,1
cornt1,foodintt5,1
timbert5,house_housingitem_chair_pirate_chair01_c,15
ingott5,house_housingitem_chair_pirate_chair01_c,10
woodstaint5,house_housingitem_chair_pirate_chair01_c,1
timbert5,house_housingitem_table_pirate_table02_c,30
ingott5,house_housingitem_table_pirate_table02_c,15
woodstaint5,house_housingitem_table_pirate_table02_c,2
primeredmeatt1,foodintdext5,1
mushroomt1,foodintdext5,1
buttert1,foodintdext5,1
milkt1,foodintdext5,1
peppercornt1,foodintdext5,1
parsleyt1,foodintdext5,1
oniont1,foodintdext5,1
timbert5,house_housingitem_chair_pirate_chair01_d,15
ingott5,house_housingitem_chair_pirate_chair01_d,10
woodstaint5,house_housingitem_chair_pirate_chair01_d,1
timbert5,house_housingitem_table_pirate_table01_c,30
ingott5,house_housingitem_table_pirate_table01_c,15
woodstaint5,house_housingitem_table_pirate_table01_c,2
bearflankt1,foodintcont5,1
honeyt1,foodintcont5,1
stringbeant1,foodintcont5,1
mushroomt1,foodintcont5,1
cauliflowert1,foodintcont5,1
oniont1,foodintcont5,1
cookingoilt1,foodintcont5,1
timbert5,house_housingitem_table_pirate_island01,30
ingott5,house_housingitem_table_pirate_island01,15
woodstaint5,house_housingitem_table_pirate_island01,2
ingott51,1hlongsword_opusbladet5,14
leathert51,1hlongsword_opusbladet5,8
timbert51,1hlongsword_opusbladet5,3
etchedhandguardt5,1hlongsword_opusbladet5,1
cinnabart1,1hlongsword_opusbladet5,4
smolderhidet1,1hlongsword_opusbladet5,2
timbert5,house_housingitem_chair_pirate_chair02_c,15
ingott5,house_housingitem_chair_pirate_chair02_c,10
woodstaint5,house_housingitem_chair_pirate_chair02_c,1
ingott51,2hmusket_inquisitiont5,20
timbert51,2hmusket_inquisitiont5,15
leathert51,2hmusket_inquisitiont5,5
intricatelockt5,2hmusket_inquisitiont5,1
cinnabart1,2hmusket_inquisitiont5,4
scarhidet1,2hmusket_inquisitiont5,2
timbert5,house_housingitem_settler_bookcase01_d,35
ingott5,house_housingitem_settler_bookcase01_d,10
woodstaint5,house_housingitem_settler_bookcase01_d,2
watert1,potionfamilywardbeastt5,1
Tier 5 Protective Reagents,potionfamilywardbeastt5,1
Earth Reagents,potionfamilywardbeastt5,1
Spirit Reagents,potionfamilywardbeastt5,1
watert1,potionboostarcaneabst5,1
Tier 5 Protective Reagents,potionboostarcaneabst5,1
Water Reagents,potionboostarcaneabst5,1
Spirit Reagents,potionboostarcaneabst5,1
watert1,potionboostnatureabst5,1
Tier 5 Protective Reagents,potionboostnatureabst5,1
Earth Reagents,potionboostnatureabst5,1
Spirit Reagents,potionboostnatureabst5,1
Tier 5 Metals,heavychest_furlinedt5,20
Leathers,heavychest_furlinedt5,8
Cloth,heavychest_furlinedt5,7
watert1,dyeb116,3
pigmentred,dyeb116,2
pigmentbrown,dyeb116,1
timbert5,house_housingitem_settler_bookcase02_d,35
ingott5,house_housingitem_settler_bookcase02_d,10
woodstaint5,house_housingitem_settler_bookcase02_d,2
watert1,potionboostlightningabst5,1
Tier 5 Protective Reagents,potionboostlightningabst5,1
Fire Reagents,potionboostlightningabst5,1
Spirit Reagents,potionboostlightningabst5,1
timbert5,house_housingitem_settler_cabinet01_d,35
ingott5,house_housingitem_settler_cabinet01_d,10
woodstaint5,house_housingitem_settler_cabinet01_d,2
watert1,potionboostvoidabst5,1
Tier 5 Protective Reagents,potionboostvoidabst5,1
Death Reagents,potionboostvoidabst5,1
Spirit Reagents,potionboostvoidabst5,1
watert1,dyeb100,3
pigmentblack,dyeb100,2
pigmentwhite,dyeb100,1
timbert5,house_housingitem_settler_cabinet02_d,35
ingott5,house_housingitem_settler_cabinet02_d,10
woodstaint5,house_housingitem_settler_cabinet02_d,2
focstrbonust3,focstrbonust4,3
transmutationcatalystt5,focstrbonust4,1
repair_t1,repairkitt5,300
Any Craft Mods,repairkitt5,1
strintbonust3,strintbonust4,3
transmutationcatalystt5,strintbonust4,1
dexintbonust3,dexintbonust4,3
transmutationcatalystt5,dexintbonust4,1
dexconbonust3,dexconbonust4,3
transmutationcatalystt5,dexconbonust4,1
stickyvinest1,2hstafffirecrafteddungeon7t5,10
putridbarkt1,2hstafffirecrafteddungeon7t5,1
Tier 5 Metals,2hstafffirecrafteddungeon7t5,12
Wood,2hstafffirecrafteddungeon7t5,5
Fire Arcana,2hstafffirecrafteddungeon7t5,6
stickyvinest1,lighthead_crafteddungeon7t5,10
Tier 5 Cloth,lighthead_crafteddungeon7t5,11
Leathers,lighthead_crafteddungeon7t5,6
Metals,lighthead_crafteddungeon7t5,1
spectraldustt1,lightchest_crafteddungeon6t5,10
Tier 5 Cloth,lightchest_crafteddungeon6t5,22
Leathers,lightchest_crafteddungeon6t5,12
Metals,lightchest_crafteddungeon6t5,1
stickyvinest1,lightchest_crafteddungeon7t5,10
Tier 5 Cloth,lightchest_crafteddungeon7t5,22
Leathers,lightchest_crafteddungeon7t5,12
Metals,lightchest_crafteddungeon7t5,1
spectraldustt1,lighthands_crafteddungeon6t5,10
Tier 5 Cloth,lighthands_crafteddungeon6t5,4
Leathers,lighthands_crafteddungeon6t5,4
Metals,lighthands_crafteddungeon6t5,1
spectraldustt1,lightlegs_crafteddungeon6t5,10
Tier 5 Cloth,lightlegs_crafteddungeon6t5,10
Leathers,lightlegs_crafteddungeon6t5,6
Metals,lightlegs_crafteddungeon6t5,2
stickyvinest1,lighthands_crafteddungeon7t5,10
Tier 5 Cloth,lighthands_crafteddungeon7t5,4
Leathers,lighthands_crafteddungeon7t5,4
Metals,lighthands_crafteddungeon7t5,1
spectraldustt1,lightfeet_crafteddungeon6t5,10
Tier 5 Cloth,lightfeet_crafteddungeon6t5,5
Leathers,lightfeet_crafteddungeon6t5,3
Metals,lightfeet_crafteddungeon6t5,1
stickyvinest1,lightlegs_crafteddungeon7t5,10
Tier 5 Cloth,lightlegs_crafteddungeon7t5,10
Leathers,lightlegs_crafteddungeon7t5,6
Metals,lightlegs_crafteddungeon7t5,2
oilt1,coatinglostt5,1
Tier 5 Offensive Reagents,coatinglostt5,1
Life Reagents,coatinglostt5,1
Death Reagents,coatinglostt5,1
carrott1,foodhuntert5,1
fisht1,foodhuntert5,1
seasoningblendt1,foodhuntert5,1
garlict1,foodhuntert5,1
stringbeant1,foodhuntert5,1
buttert1,foodhuntert5,1
rosemaryt1,foodhuntert5,1
stickyvinest1,lightfeet_crafteddungeon7t5,10
Tier 5 Cloth,lightfeet_crafteddungeon7t5,5
Leathers,lightfeet_crafteddungeon7t5,3
Metals,lightfeet_crafteddungeon7t5,1
timbert5,house_housingitem_chair_settler_chair01_d,15
ingott5,house_housingitem_chair_settler_chair01_d,10
woodstaint5,house_housingitem_chair_settler_chair01_d,1
watert1,dyeb106,3
pigmentblack,dyeb106,2
pigmentcyan,dyeb106,1
oilt1,coatingcorruptedt5,1
Tier 5 Offensive Reagents,coatingcorruptedt5,1
Water Reagents,coatingcorruptedt5,1
Death Reagents,coatingcorruptedt5,1
timbert5,house_housingitem_chair_settler_chair02_d,15
ingott5,house_housingitem_chair_settler_chair02_d,10
woodstaint5,house_housingitem_chair_settler_chair02_d,1
cabbaget1,foodlumberjackt5,1
poultryt1,foodlumberjackt5,1
nutt1,foodlumberjackt5,1
peppercornt1,foodlumberjackt5,1
buttert1,foodlumberjackt5,1
stringbeant1,foodlumberjackt5,1
seasoningblendt1,foodlumberjackt5,1
spectraldustt1,1hlongswordcrafteddungeon6t5,10
metallicboneweavet1,1hlongswordcrafteddungeon6t5,1
collarjadet1,1hlongswordcrafteddungeon6t5,
jadetalismant1,1hlongswordcrafteddungeon6t5,
Tier 5 Metals,1hlongswordcrafteddungeon6t5,10
Refined Wood,1hlongswordcrafteddungeon6t5,2
Leathers,1hlongswordcrafteddungeon6t5,1
spectraldustt1,2hwarhammercrafteddungeon6t5,10
metallicboneweavet1,2hwarhammercrafteddungeon6t5,1
Tier 5 Metals,2hwarhammercrafteddungeon6t5,15
Refined Wood,2hwarhammercrafteddungeon6t5,3
Leathers,2hwarhammercrafteddungeon6t5,2
stickyvinest1,2hwarhammercrafteddungeon7t5,10
putridbarkt1,2hwarhammercrafteddungeon7t5,1
Tier 5 Metals,2hwarhammercrafteddungeon7t5,15
Refined Wood,2hwarhammercrafteddungeon7t5,3
Leathers,2hwarhammercrafteddungeon7t5,2
stickyvinest1,1hlongswordcrafteddungeon7t5,10
putridbarkt1,1hlongswordcrafteddungeon7t5,1
Tier 5 Metals,1hlongswordcrafteddungeon7t5,10
Refined Wood,1hlongswordcrafteddungeon7t5,2
Leathers,1hlongswordcrafteddungeon7t5,1
timbert4,house_housingitem_buff_damage_vs_corrupted_t2,25
ingott4,house_housingitem_buff_damage_vs_corrupted_t2,20
woodstaint4,house_housingitem_buff_damage_vs_corrupted_t2,1
corruptedcrestt1,house_housingitem_buff_damage_vs_corrupted_t2,1
house_housingitem_buff_damage_vs_corrupted_t1,house_housingitem_buff_damage_vs_corrupted_t2,1
timbert4,house_housingitem_buff_engineering_bonus_t2,25
ingott4,house_housingitem_buff_engineering_bonus_t2,20
woodstaint4,house_housingitem_buff_engineering_bonus_t2,1
engineerstechniquemanualst1,house_housingitem_buff_engineering_bonus_t2,1
house_housingitem_buff_engineering_bonus_t1,house_housingitem_buff_engineering_bonus_t2,1
timbert4,house_housingitem_buff_damage_vs_lost_t2,25
ingott4,house_housingitem_buff_damage_vs_lost_t2,20
woodstaint4,house_housingitem_buff_damage_vs_lost_t2,1
ectoplasmicessencet1,house_housingitem_buff_damage_vs_lost_t2,1
house_housingitem_buff_damage_vs_lost_t1,house_housingitem_buff_damage_vs_lost_t2,1
timbert4,house_housingitem_buff_harvesting_bonus_t2,25
ingott4,house_housingitem_buff_harvesting_bonus_t2,20
woodstaint4,house_housingitem_buff_harvesting_bonus_t2,1
journalflorat1,house_housingitem_buff_harvesting_bonus_t2,1
house_housingitem_buff_harvesting_bonus_t1,house_housingitem_buff_harvesting_bonus_t2,1
timbert4,house_housingitem_buff_logging_bonus_t2,25
ingott4,house_housingitem_buff_logging_bonus_t2,20
woodstaint4,house_housingitem_buff_logging_bonus_t2,1
lumberjackstokent1,house_housingitem_buff_logging_bonus_t2,1
house_housingitem_buff_logging_bonus_t1,house_housingitem_buff_logging_bonus_t2,1
timbert4,house_housingitem_buff_outfitting_bonus_t2,25
ingott4,house_housingitem_buff_outfitting_bonus_t2,20
woodstaint4,house_housingitem_buff_outfitting_bonus_t2,1
armorersjournalt1,house_housingitem_buff_outfitting_bonus_t2,1
house_housingitem_buff_outfitting_bonus_t1,house_housingitem_buff_outfitting_bonus_t2,1
timbert4,house_housingitem_buff_mining_bonus_t2,25
ingott4,house_housingitem_buff_mining_bonus_t2,20
woodstaint4,house_housingitem_buff_mining_bonus_t2,1
surveyorstoolst1,house_housingitem_buff_mining_bonus_t2,1
house_housingitem_buff_mining_bonus_t1,house_housingitem_buff_mining_bonus_t2,1
timbert4,house_housingitem_buff_skinning_bonus_t2,25
ingott4,house_housingitem_buff_skinning_bonus_t2,20
woodstaint4,house_housingitem_buff_skinning_bonus_t2,1
notesonaeternumfaunat1,house_housingitem_buff_skinning_bonus_t2,1
house_housingitem_buff_skinning_bonus_t1,house_housingitem_buff_skinning_bonus_t2,1
timbert4,house_housingitem_buff_luck_bonus_t2,25
ingott4,house_housingitem_buff_luck_bonus_t2,20
woodstaint4,house_housingitem_buff_luck_bonus_t2,1
stackeddeckt1,house_housingitem_buff_luck_bonus_t2,1
house_housingitem_buff_luck_bonus_t1,house_housingitem_buff_luck_bonus_t2,1
timbert4,house_housingitem_buff_fishing_bonus_t2,25
ingott4,house_housingitem_buff_fishing_bonus_t2,20
woodstaint4,house_housingitem_buff_fishing_bonus_t2,1
house_housingitem_fishing_veryrarefish_a3,house_housingitem_buff_fishing_bonus_t2,1
house_housingitem_buff_fishing_bonus_t1,house_housingitem_buff_fishing_bonus_t2,1
workorder_faction_armaments01_t5,faction_armaments01_t5,1
ingott4,faction_armaments01_t5,2
timbert4,faction_armaments01_t5,5
leathert4,faction_armaments01_t5,3
Tier 5 Furs,mediumhead_furt5,12
Leathers,mediumhead_furt5,4
Metals,mediumhead_furt5,1
Tier 5 Furs,mediumhands_furt5,6
Leathers,mediumhands_furt5,2
Metals,mediumhands_furt5,1
Tier 5 Furs,mediumchest_furt5,26
Leathers,mediumchest_furt5,8
Metals,mediumchest_furt5,1
Tier 5 Cloth,lighthead_robet5,12
Leathers,lighthead_robet5,4
Metals,lighthead_robet5,1
Tier 5 Furs,mediumfeet_furt5,6
Leathers,mediumfeet_furt5,2
Metals,mediumfeet_furt5,1
Tier 5 Cloth,lightchest_robet5,26
Leathers,lightchest_robet5,8
Metals,lightchest_robet5,1
holdingrunet5,bagat5,1
Tier 5 Leather,bagat5,45
Cloth,bagat5,25
Metals,bagat5,10
Tier 5 Cloth,lighthands_robet5,6
Leathers,lighthands_robet5,2
Metals,lighthands_robet5,1
Tier 5 Cloth,lightfeet_robet5,6
Leathers,lightfeet_robet5,2
Metals,lightfeet_robet5,1
Tier 5 Cloth,lighthead_dresst5,11
Leathers,lighthead_dresst5,6
Metals,lighthead_dresst5,1
ambercutt4,ringambert5,1
Trinket Bands,ringambert5,1
Trinket Gem Settings,ringambert5,1
Precious Metals,ringambert5,1
Tier 5 Cloth,lightlegs_robet5,12
Leathers,lightlegs_robet5,4
Metals,lightlegs_robet5,2
ingott51,2hgreataxe_eternalduskt5,20
leathert51,2hgreataxe_eternalduskt5,15
timbert51,2hgreataxe_eternalduskt5,5
empoweredcounterbalancet5,2hgreataxe_eternalduskt5,1
cinnabart1,2hgreataxe_eternalduskt5,4
smolderhidet1,2hgreataxe_eternalduskt5,2
carneliancutt4,ringcarneliant5,1
Trinket Bands,ringcarneliant5,1
Trinket Gem Settings,ringcarneliant5,1
