Source,Target,Weight
heavyhead_voidbentt5,furt5,2
heavyhead_voidbentt5,voidbentingot,1
heavyhead_voidbentt5,tolviumt1,4
heavyhead_voidbentt5,cinnabart1,2
heavychest_voidbentt5,ingott51,20
heavychest_voidbentt5,leathert51,8
heavychest_voidbentt5,clotht51,7
heavychest_voidbentt5,furt5,2
heavychest_voidbentt5,voidbentingot,1
heavychest_voidbentt5,tolviumt1,4
heavychest_voidbentt5,cinnabart1,2
house_housingitem_buff_damage_vs_ancients_t3,timbert5,25
house_housingitem_buff_damage_vs_ancients_t3,ingott5,20
house_housingitem_buff_damage_vs_ancients_t3,woodstaint5,1
house_housingitem_buff_damage_vs_ancients_t3,ancientmandiblet1,1
house_housingitem_buff_damage_vs_ancients_t3,house_housingitem_buff_damage_vs_ancients_t2,1
heavyhands_voidbentt5,ingott51,6
heavyhands_voidbentt5,leathert51,2
heavyhands_voidbentt5,clotht51,1
heavyhands_voidbentt5,furt5,2
heavyhands_voidbentt5,voidbentingot,1
heavyhands_voidbentt5,tolviumt1,4
heavyhands_voidbentt5,cinnabart1,2
heavylegs_voidbentt5,ingott51,12
heavylegs_voidbentt5,leathert51,4
heavylegs_voidbentt5,clotht51,2
heavylegs_voidbentt5,furt5,2
heavylegs_voidbentt5,voidbentingot,1
heavylegs_voidbentt5,tolviumt1,4
heavylegs_voidbentt5,cinnabart1,2
house_housingitem_pirate_bookcase02_c,timbert5,30
house_housingitem_pirate_bookcase02_c,ingott5,15
house_housingitem_pirate_bookcase02_c,woodstaint5,2
house_housingitem_pirate_cabinet02_d,timbert5,30
house_housingitem_pirate_cabinet02_d,ingott5,15
house_housingitem_pirate_cabinet02_d,woodstaint5,2
1hrapier_honorboundrapiert5,ingott51,14
1hrapier_honorboundrapiert5,leathert51,8
1hrapier_honorboundrapiert5,timbert51,3
1hrapier_honorboundrapiert5,etchedhandguardt5,1
1hrapier_honorboundrapiert5,tolviumt1,4
1hrapier_honorboundrapiert5,scarhidet1,2
1hthrowingaxe_pixiespunishert5,ingott51,14
1hthrowingaxe_pixiespunishert5,leathert51,8
1hthrowingaxe_pixiespunishert5,timbert51,3
1hthrowingaxe_pixiespunishert5,embossedwrappingt5,1
1hthrowingaxe_pixiespunishert5,tolviumt1,2
house_housingitem_pirate_bookcase02_d,timbert5,30
house_housingitem_pirate_bookcase02_d,ingott5,15
house_housingitem_pirate_bookcase02_d,woodstaint5,2
house_housingitem_pirate_bedsidetable_c,timbert5,30
house_housingitem_pirate_bedsidetable_c,ingott5,15
house_housingitem_pirate_bedsidetable_c,woodstaint5,2
2hstafffire_waningcrescent_t5,essencefiret1,20
2hstafffire_waningcrescent_t5,timbert51,15
2hstafffire_waningcrescent_t5,ingott51,5
2hstafffire_waningcrescent_t5,corecrystalfiret5,1
2hstafffire_waningcrescent_t5,barbvinet1,4
2hstafffire_waningcrescent_t5,scaleclotht1,2
house_housingitem_pirate_stove01_c,timbert5,15
house_housingitem_pirate_stove01_c,ingott5,10
house_housingitem_pirate_stove01_c,woodstaint5,2
foodfocstrt5,baitfreshoystert3,1
foodfocstrt5,buttert1,1
foodfocstrt5,pastat1,1
foodfocstrt5,cheeset1,1
foodfocstrt5,garlict1,1
foodfocstrt5,mushroomt1,1
foodfocstrt5,parsleyt1,1
house_housingitem_pirate_armoire01_c,timbert5,30
house_housingitem_pirate_armoire01_c,ingott5,15
house_housingitem_pirate_armoire01_c,woodstaint5,2
2hbow_veilpiercert5,timbert51,20
2hbow_veilpiercert5,clotht51,15
2hbow_veilpiercert5,leathert51,5
2hbow_veilpiercert5,enchantedbowstringt5,1
2hbow_veilpiercert5,barbvinet1,4
2hbow_veilpiercert5,wildwoodt1,2
1hgauntletice_frostfairysgiftt5,essencewatert1,20
1hgauntletice_frostfairysgiftt5,leathert51,15
1hgauntletice_frostfairysgiftt5,ingott51,5
1hgauntletice_frostfairysgiftt5,corecrystalicet5,1
1hgauntletice_frostfairysgiftt5,barbvinet1,4
1hgauntletice_frostfairysgiftt5,scaleclotht1,2
foodfocdext5,turkeythight1,1
foodfocdext5,saltt1,1
foodfocdext5,rosemaryt1,1
foodfocdext5,parsleyt1,1
foodfocdext5,thymet1,1
foodfocdext5,saget1,1
foodfocdext5,peppercornt1,1
house_housingitem_pirate_armoire01_d,timbert5,30
house_housingitem_pirate_armoire01_d,ingott5,15
house_housingitem_pirate_armoire01_d,woodstaint5,2
house_housingitem_table_pirate_table01_d,timbert5,30
house_housingitem_table_pirate_table01_d,ingott5,15
house_housingitem_table_pirate_table01_d,woodstaint5,2
foodintt5,fishingbishopfisht5,1
foodintt5,watert1,1
foodintt5,stringbeant1,1
foodintt5,squasht1,1
foodintt5,oranget1,1
foodintt5,buttert1,1
foodintt5,cornt1,1
house_housingitem_chair_pirate_chair01_c,timbert5,15
house_housingitem_chair_pirate_chair01_c,ingott5,10
house_housingitem_chair_pirate_chair01_c,woodstaint5,1
house_housingitem_table_pirate_table02_c,timbert5,30
house_housingitem_table_pirate_table02_c,ingott5,15
house_housingitem_table_pirate_table02_c,woodstaint5,2
foodintdext5,primeredmeatt1,1
foodintdext5,mushroomt1,1
foodintdext5,buttert1,1
foodintdext5,milkt1,1
foodintdext5,peppercornt1,1
foodintdext5,parsleyt1,1
foodintdext5,oniont1,1
house_housingitem_chair_pirate_chair01_d,timbert5,15
house_housingitem_chair_pirate_chair01_d,ingott5,10
house_housingitem_chair_pirate_chair01_d,woodstaint5,1
house_housingitem_table_pirate_table01_c,timbert5,30
house_housingitem_table_pirate_table01_c,ingott5,15
house_housingitem_table_pirate_table01_c,woodstaint5,2
foodintcont5,bearflankt1,1
foodintcont5,honeyt1,1
foodintcont5,stringbeant1,1
foodintcont5,mushroomt1,1
foodintcont5,cauliflowert1,1
foodintcont5,oniont1,1
foodintcont5,cookingoilt1,1
house_housingitem_table_pirate_island01,timbert5,30
house_housingitem_table_pirate_island01,ingott5,15
house_housingitem_table_pirate_island01,woodstaint5,2
1hlongsword_opusbladet5,ingott51,14
1hlongsword_opusbladet5,leathert51,8
1hlongsword_opusbladet5,timbert51,3
1hlongsword_opusbladet5,etchedhandguardt5,1
1hlongsword_opusbladet5,cinnabart1,4
1hlongsword_opusbladet5,smolderhidet1,2
house_housingitem_chair_pirate_chair02_c,timbert5,15
house_housingitem_chair_pirate_chair02_c,ingott5,10
house_housingitem_chair_pirate_chair02_c,woodstaint5,1
2hmusket_inquisitiont5,ingott51,20
2hmusket_inquisitiont5,timbert51,15
2hmusket_inquisitiont5,leathert51,5
2hmusket_inquisitiont5,intricatelockt5,1
2hmusket_inquisitiont5,cinnabart1,4
2hmusket_inquisitiont5,scarhidet1,2
house_housingitem_settler_bookcase01_d,timbert5,35
house_housingitem_settler_bookcase01_d,ingott5,10
house_housingitem_settler_bookcase01_d,woodstaint5,2
potionfamilywardbeastt5,watert1,1
potionfamilywardbeastt5,Tier 5 Protective Reagents,1
potionfamilywardbeastt5,Earth Reagents,1
potionfamilywardbeastt5,Spirit Reagents,1
potionboostarcaneabst5,watert1,1
potionboostarcaneabst5,Tier 5 Protective Reagents,1
potionboostarcaneabst5,Water Reagents,1
potionboostarcaneabst5,Spirit Reagents,1
potionboostnatureabst5,watert1,1
potionboostnatureabst5,Tier 5 Protective Reagents,1
potionboostnatureabst5,Earth Reagents,1
potionboostnatureabst5,Spirit Reagents,1
heavychest_furlinedt5,Tier 5 Metals,20
heavychest_furlinedt5,Leathers,8
heavychest_furlinedt5,Cloth,7
dyeb116,watert1,3
dyeb116,pigmentred,2
dyeb116,pigmentbrown,1
house_housingitem_settler_bookcase02_d,timbert5,35
house_housingitem_settler_bookcase02_d,ingott5,10
house_housingitem_settler_bookcase02_d,woodstaint5,2
potionboostlightningabst5,watert1,1
potionboostlightningabst5,Tier 5 Protective Reagents,1
potionboostlightningabst5,Fire Reagents,1
potionboostlightningabst5,Spirit Reagents,1
house_housingitem_settler_cabinet01_d,timbert5,35
house_housingitem_settler_cabinet01_d,ingott5,10
house_housingitem_settler_cabinet01_d,woodstaint5,2
potionboostvoidabst5,watert1,1
potionboostvoidabst5,Tier 5 Protective Reagents,1
potionboostvoidabst5,Death Reagents,1
potionboostvoidabst5,Spirit Reagents,1
dyeb100,watert1,3
dyeb100,pigmentblack,2
dyeb100,pigmentwhite,1
house_housingitem_settler_cabinet02_d,timbert5,35
house_housingitem_settler_cabinet02_d,ingott5,10
house_housingitem_settler_cabinet02_d,woodstaint5,2
focstrbonust4,focstrbonust3,3
focstrbonust4,transmutationcatalystt5,1
repairkitt5,repair_t1,300
repairkitt5,Any Craft Mods,1
strintbonust4,strintbonust3,3
strintbonust4,transmutationcatalystt5,1
dexintbonust4,dexintbonust3,3
dexintbonust4,transmutationcatalystt5,1
dexconbonust4,dexconbonust3,3
dexconbonust4,transmutationcatalystt5,1
2hstafffirecrafteddungeon7t5,stickyvinest1,10
2hstafffirecrafteddungeon7t5,putridbarkt1,1
2hstafffirecrafteddungeon7t5,Tier 5 Metals,12
2hstafffirecrafteddungeon7t5,Wood,5
2hstafffirecrafteddungeon7t5,Fire Arcana,6
lighthead_crafteddungeon7t5,stickyvinest1,10
lighthead_crafteddungeon7t5,Tier 5 Cloth,11
lighthead_crafteddungeon7t5,Leathers,6
lighthead_crafteddungeon7t5,Metals,1
lightchest_crafteddungeon6t5,spectraldustt1,10
lightchest_crafteddungeon6t5,Tier 5 Cloth,22
lightchest_crafteddungeon6t5,Leathers,12
lightchest_crafteddungeon6t5,Metals,1
lightchest_crafteddungeon7t5,stickyvinest1,10
lightchest_crafteddungeon7t5,Tier 5 Cloth,22
lightchest_crafteddungeon7t5,Leathers,12
lightchest_crafteddungeon7t5,Metals,1
lighthands_crafteddungeon6t5,spectraldustt1,10
lighthands_crafteddungeon6t5,Tier 5 Cloth,4
lighthands_crafteddungeon6t5,Leathers,4
lighthands_crafteddungeon6t5,Metals,1
lightlegs_crafteddungeon6t5,spectraldustt1,10
lightlegs_crafteddungeon6t5,Tier 5 Cloth,10
lightlegs_crafteddungeon6t5,Leathers,6
lightlegs_crafteddungeon6t5,Metals,2
lighthands_crafteddungeon7t5,stickyvinest1,10
lighthands_crafteddungeon7t5,Tier 5 Cloth,4
lighthands_crafteddungeon7t5,Leathers,4
lighthands_crafteddungeon7t5,Metals,1
lightfeet_crafteddungeon6t5,spectraldustt1,10
lightfeet_crafteddungeon6t5,Tier 5 Cloth,5
lightfeet_crafteddungeon6t5,Leathers,3
lightfeet_crafteddungeon6t5,Metals,1
lightlegs_crafteddungeon7t5,stickyvinest1,10
lightlegs_crafteddungeon7t5,Tier 5 Cloth,10
lightlegs_crafteddungeon7t5,Leathers,6
lightlegs_crafteddungeon7t5,Metals,2
coatinglostt5,oilt1,1
coatinglostt5,Tier 5 Offensive Reagents,1
coatinglostt5,Life Reagents,1
coatinglostt5,Death Reagents,1
foodhuntert5,carrott1,1
foodhuntert5,fisht1,1
foodhuntert5,seasoningblendt1,1
foodhuntert5,garlict1,1
foodhuntert5,stringbeant1,1
foodhuntert5,buttert1,1
foodhuntert5,rosemaryt1,1
lightfeet_crafteddungeon7t5,stickyvinest1,10
lightfeet_crafteddungeon7t5,Tier 5 Cloth,5
lightfeet_crafteddungeon7t5,Leathers,3
lightfeet_crafteddungeon7t5,Metals,1
house_housingitem_chair_settler_chair01_d,timbert5,15
house_housingitem_chair_settler_chair01_d,ingott5,10
house_housingitem_chair_settler_chair01_d,woodstaint5,1
dyeb106,watert1,3
dyeb106,pigmentblack,2
dyeb106,pigmentcyan,1
coatingcorruptedt5,oilt1,1
coatingcorruptedt5,Tier 5 Offensive Reagents,1
coatingcorruptedt5,Water Reagents,1
coatingcorruptedt5,Death Reagents,1
house_housingitem_chair_settler_chair02_d,timbert5,15
house_housingitem_chair_settler_chair02_d,ingott5,10
house_housingitem_chair_settler_chair02_d,woodstaint5,1
foodlumberjackt5,cabbaget1,1
foodlumberjackt5,poultryt1,1
foodlumberjackt5,nutt1,1
foodlumberjackt5,peppercornt1,1
foodlumberjackt5,buttert1,1
foodlumberjackt5,stringbeant1,1
foodlumberjackt5,seasoningblendt1,1
1hlongswordcrafteddungeon6t5,spectraldustt1,10
1hlongswordcrafteddungeon6t5,metallicboneweavet1,1
1hlongswordcrafteddungeon6t5,collarjadet1,
1hlongswordcrafteddungeon6t5,jadetalismant1,
1hlongswordcrafteddungeon6t5,Tier 5 Metals,10
1hlongswordcrafteddungeon6t5,Refined Wood,2
1hlongswordcrafteddungeon6t5,Leathers,1
2hwarhammercrafteddungeon6t5,spectraldustt1,10
2hwarhammercrafteddungeon6t5,metallicboneweavet1,1
2hwarhammercrafteddungeon6t5,Tier 5 Metals,15
2hwarhammercrafteddungeon6t5,Refined Wood,3
2hwarhammercrafteddungeon6t5,Leathers,2
2hwarhammercrafteddungeon7t5,stickyvinest1,10
2hwarhammercrafteddungeon7t5,putridbarkt1,1
2hwarhammercrafteddungeon7t5,Tier 5 Metals,15
2hwarhammercrafteddungeon7t5,Refined Wood,3
2hwarhammercrafteddungeon7t5,Leathers,2
1hlongswordcrafteddungeon7t5,stickyvinest1,10
1hlongswordcrafteddungeon7t5,putridbarkt1,1
1hlongswordcrafteddungeon7t5,Tier 5 Metals,10
1hlongswordcrafteddungeon7t5,Refined Wood,2
1hlongswordcrafteddungeon7t5,Leathers,1
house_housingitem_buff_damage_vs_corrupted_t2,timbert4,25
house_housingitem_buff_damage_vs_corrupted_t2,ingott4,20
house_housingitem_buff_damage_vs_corrupted_t2,woodstaint4,1
house_housingitem_buff_damage_vs_corrupted_t2,corruptedcrestt1,1
house_housingitem_buff_damage_vs_corrupted_t2,house_housingitem_buff_damage_vs_corrupted_t1,1
house_housingitem_buff_engineering_bonus_t2,timbert4,25
house_housingitem_buff_engineering_bonus_t2,ingott4,20
house_housingitem_buff_engineering_bonus_t2,woodstaint4,1
house_housingitem_buff_engineering_bonus_t2,engineerstechniquemanualst1,1
house_housingitem_buff_engineering_bonus_t2,house_housingitem_buff_engineering_bonus_t1,1
house_housingitem_buff_damage_vs_lost_t2,timbert4,25
house_housingitem_buff_damage_vs_lost_t2,ingott4,20
house_housingitem_buff_damage_vs_lost_t2,woodstaint4,1
house_housingitem_buff_damage_vs_lost_t2,ectoplasmicessencet1,1
house_housingitem_buff_damage_vs_lost_t2,house_housingitem_buff_damage_vs_lost_t1,1
house_housingitem_buff_harvesting_bonus_t2,timbert4,25
house_housingitem_buff_harvesting_bonus_t2,ingott4,20
house_housingitem_buff_harvesting_bonus_t2,woodstaint4,1
house_housingitem_buff_harvesting_bonus_t2,journalflorat1,1
house_housingitem_buff_harvesting_bonus_t2,house_housingitem_buff_harvesting_bonus_t1,1
house_housingitem_buff_logging_bonus_t2,timbert4,25
house_housingitem_buff_logging_bonus_t2,ingott4,20
house_housingitem_buff_logging_bonus_t2,woodstaint4,1
house_housingitem_buff_logging_bonus_t2,lumberjackstokent1,1
house_housingitem_buff_logging_bonus_t2,house_housingitem_buff_logging_bonus_t1,1
house_housingitem_buff_outfitting_bonus_t2,timbert4,25
house_housingitem_buff_outfitting_bonus_t2,ingott4,20
house_housingitem_buff_outfitting_bonus_t2,woodstaint4,1
house_housingitem_buff_outfitting_bonus_t2,armorersjournalt1,1
house_housingitem_buff_outfitting_bonus_t2,house_housingitem_buff_outfitting_bonus_t1,1
house_housingitem_buff_mining_bonus_t2,timbert4,25
house_housingitem_buff_mining_bonus_t2,ingott4,20
house_housingitem_buff_mining_bonus_t2,woodstaint4,1
house_housingitem_buff_mining_bonus_t2,surveyorstoolst1,1
house_housingitem_buff_mining_bonus_t2,house_housingitem_buff_mining_bonus_t1,1
house_housingitem_buff_skinning_bonus_t2,timbert4,25
house_housingitem_buff_skinning_bonus_t2,ingott4,20
house_housingitem_buff_skinning_bonus_t2,woodstaint4,1
house_housingitem_buff_skinning_bonus_t2,notesonaeternumfaunat1,1
house_housingitem_buff_skinning_bonus_t2,house_housingitem_buff_skinning_bonus_t1,1
house_housingitem_buff_luck_bonus_t2,timbert4,25
house_housingitem_buff_luck_bonus_t2,ingott4,20
house_housingitem_buff_luck_bonus_t2,woodstaint4,1
house_housingitem_buff_luck_bonus_t2,stackeddeckt1,1
house_housingitem_buff_luck_bonus_t2,house_housingitem_buff_luck_bonus_t1,1
house_housingitem_buff_fishing_bonus_t2,timbert4,25
house_housingitem_buff_fishing_bonus_t2,ingott4,20
house_housingitem_buff_fishing_bonus_t2,woodstaint4,1
house_housingitem_buff_fishing_bonus_t2,house_housingitem_fishing_veryrarefish_a3,1
house_housingitem_buff_fishing_bonus_t2,house_housingitem_buff_fishing_bonus_t1,1
faction_armaments01_t5,workorder_faction_armaments01_t5,1
faction_armaments01_t5,ingott4,2
faction_armaments01_t5,timbert4,5
faction_armaments01_t5,leathert4,3
mediumhead_furt5,Tier 5 Furs,12
mediumhead_furt5,Leathers,4
mediumhead_furt5,Metals,1
mediumhands_furt5,Tier 5 Furs,6
mediumhands_furt5,Leathers,2
mediumhands_furt5,Metals,1
mediumchest_furt5,Tier 5 Furs,26
mediumchest_furt5,Leathers,8
mediumchest_furt5,Metals,1
lighthead_robet5,Tier 5 Cloth,12
lighthead_robet5,Leathers,4
lighthead_robet5,Metals,1
mediumfeet_furt5,Tier 5 Furs,6
mediumfeet_furt5,Leathers,2
mediumfeet_furt5,Metals,1
lightchest_robet5,Tier 5 Cloth,26
lightchest_robet5,Leathers,8
lightchest_robet5,Metals,1
bagat5,holdingrunet5,1
bagat5,Tier 5 Leather,45
bagat5,Cloth,25
bagat5,Metals,10
lighthands_robet5,Tier 5 Cloth,6
lighthands_robet5,Leathers,2
lighthands_robet5,Metals,1
lightfeet_robet5,Tier 5 Cloth,6
lightfeet_robet5,Leathers,2
lightfeet_robet5,Metals,1
lighthead_dresst5,Tier 5 Cloth,11
lighthead_dresst5,Leathers,6
lighthead_dresst5,Metals,1
ringambert5,ambercutt4,1
ringambert5,Trinket Bands,1
ringambert5,Trinket Gem Settings,1
ringambert5,Precious Metals,1
lightlegs_robet5,Tier 5 Cloth,12
lightlegs_robet5,Leathers,4
lightlegs_robet5,Metals,2
2hgreataxe_eternalduskt5,ingott51,20
2hgreataxe_eternalduskt5,leathert51,15
2hgreataxe_eternalduskt5,timbert51,5
2hgreataxe_eternalduskt5,empoweredcounterbalancet5,1
2hgreataxe_eternalduskt5,cinnabart1,4
2hgreataxe_eternalduskt5,smolderhidet1,2
ringcarneliant5,carneliancutt4,1
ringcarneliant5,Trinket Bands,1
ringcarneliant5,Trinket Gem Settings,1
