ID,Label,Count
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
glowingsapt1,Glowing Sap,1
house_housingitem_buff_damage_vs_angryearth_t2,Basic Angry Earth Combat Trophy,1
ingott51,Asmodeum,1
timbert51,Glittering Ebony,1
leathert51,Runic Leather,1
ingotprecioust3,Platinum Ingot,1
crestoffortitudet1,Crest of Fortitude,1
brightscalehidet1,Brightscale Hide,1
smolderhidet1,Smolderhide,1
ingott51,Asmodeum,1
timbert51,Glittering Ebony,1
leathert51,Runic Leather,1
embossedwrappingt5,Embossed Wrapping,1
witheredbought1,Withered Bough,1
tolviumt1,Tolvium,1
smolderhidet1,Smolderhide,1
timbert51,Glittering Ebony,1
clotht51,Phoenixweave,1
leathert51,Runic Leather,1
enchantedbowstringt5,Enchanted Bow String,1
splinteredbowt1,Splintered Bow,1
wildwoodt1,Wildwood,1
blisterweavet1,Blisterweave,1
ingott51,Asmodeum,1
timbert51,Glittering Ebony,1
leathert51,Runic Leather,1
intricatelockt5,Intricate Firearm Lock,1
fragmentedmuskett1,Fragmented Musket,1
tolviumt1,Tolvium,1
smolderhidet1,Smolderhide,1
timbert5,Ironwood Planks,1
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
pristinebearclawt1,Pristine Bear Claw,1
house_housingitem_buff_damage_vs_beasts_t2,Basic Wildlife Combat Trophy,1
ingott51,Asmodeum,1
leathert51,Runic Leather,1
timbert51,Glittering Ebony,1
embossedwrappingt5,Embossed Wrapping,1
brokenhatchett1,Broken Hatchet,1
smolderhidet1,Smolderhide,1
Tier 5 Metals,Tier 5 Metals,1
Leathers,Leathers,1
Cloth,Cloth,1
Tier 5 Leather,Tier 5 Leather,1
Cloth,Cloth,1
Metals,Metals,1
Tier 5 Cloth,Tier 5 Cloth,1
Leathers,Leathers,1
Metals,Metals,1
ingott51,Asmodeum,1
leathert51,Runic Leather,1
clotht51,Phoenixweave,1
furt5,Infused Fur,1
voidbentingot,Voidbent Ingot,1
tolviumt1,Tolvium,1
cinnabart1,Cinnabar,1
ingott51,Asmodeum,1
leathert51,Runic Leather,1
clotht51,Phoenixweave,1
furt5,Infused Fur,1
voidbentingot,Voidbent Ingot,1
tolviumt1,Tolvium,1
cinnabart1,Cinnabar,1
timbert5,Ironwood Planks,1
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
ancientmandiblet1,Ancient Mandible,1
house_housingitem_buff_damage_vs_ancients_t2,Basic Ancients Combat Trophy,1
ingott51,Asmodeum,1
leathert51,Runic Leather,1
clotht51,Phoenixweave,1
furt5,Infused Fur,1
voidbentingot,Voidbent Ingot,1
tolviumt1,Tolvium,1
cinnabart1,Cinnabar,1
ingott51,Asmodeum,1
leathert51,Runic Leather,1
clotht51,Phoenixweave,1
furt5,Infused Fur,1
voidbentingot,Voidbent Ingot,1
tolviumt1,Tolvium,1
cinnabart1,Cinnabar,1
timbert5,Ironwood Planks,1
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
timbert5,Ironwood Planks,1
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
ingott51,Asmodeum,1
leathert51,Runic Leather,1
timbert51,Glittering Ebony,1
etchedhandguardt5,Etched Handguard,1
tolviumt1,Tolvium,1
scarhidet1,Scarhide,1
ingott51,Asmodeum,1
leathert51,Runic Leather,1
timbert51,Glittering Ebony,1
embossedwrappingt5,Embossed Wrapping,1
tolviumt1,Tolvium,1
timbert5,Ironwood Planks,1
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
timbert5,Ironwood Planks,1
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
essencefiret1,Fire Quintessence,1
timbert51,Glittering Ebony,1
ingott51,Asmodeum,1
corecrystalfiret5,Fire Crystal Core,1
barbvinet1,Barbvine,1
scaleclotht1,Scalecloth,1
timbert5,Ironwood Planks,1
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
baitfreshoystert3,Oyster Bait,1
buttert1,Butter,1
pastat1,Pasta,1
cheeset1,Cheese,1
garlict1,Garlic,1
mushroomt1,Mushroom,1
parsleyt1,Parsley,1
timbert5,Ironwood Planks,1
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
timbert51,Glittering Ebony,1
clotht51,Phoenixweave,1
leathert51,Runic Leather,1
enchantedbowstringt5,Enchanted Bow String,1
barbvinet1,Barbvine,1
wildwoodt1,Wildwood,1
essencewatert1,Water Quintessence,1
leathert51,Runic Leather,1
ingott51,Asmodeum,1
corecrystalicet5,Ice Crystal Core,1
barbvinet1,Barbvine,1
scaleclotht1,Scalecloth,1
turkeythight1,Poultry Thigh,1
saltt1,Salt,1
rosemaryt1,Rosemary,1
parsleyt1,Parsley,1
thymet1,Thyme,1
saget1,Sage,1
peppercornt1,Peppercorn,1
timbert5,Ironwood Planks,1
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
timbert5,Ironwood Planks,1
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
fishingbishopfisht5,Abaia Serpe,1
watert1,Water,1
stringbeant1,String Bean,1
squasht1,Squash,1
oranget1,Orange,1
buttert1,Butter,1
cornt1,Corn,1
timbert5,Ironwood Planks,1
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
timbert5,Ironwood Planks,1
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
primeredmeatt1,Prime Red Meat,1
mushroomt1,Mushroom,1
buttert1,Butter,1
milkt1,Milk,1
peppercornt1,Peppercorn,1
parsleyt1,Parsley,1
oniont1,Onion,1
timbert5,Ironwood Planks,1
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
timbert5,Ironwood Planks,1
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
bearflankt1,Rich Bear Flank,1
honeyt1,Honey,1
stringbeant1,String Bean,1
mushroomt1,Mushroom,1
cauliflowert1,Cauliflower,1
oniont1,Onion,1
cookingoilt1,Cooking Oil,1
timbert5,Ironwood Planks,1
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
ingott51,Asmodeum,1
leathert51,Runic Leather,1
timbert51,Glittering Ebony,1
etchedhandguardt5,Etched Handguard,1
cinnabart1,Cinnabar,1
smolderhidet1,Smolderhide,1
timbert5,Ironwood Planks,1
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
ingott51,Asmodeum,1
timbert51,Glittering Ebony,1
leathert51,Runic Leather,1
intricatelockt5,Intricate Firearm Lock,1
cinnabart1,Cinnabar,1
scarhidet1,Scarhide,1
timbert5,Ironwood Planks,1
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
watert1,Water,1
Tier 5 Protective Reagents,Tier 5 Protective Reagents,1
Earth Reagents,Earth Reagents,1
Spirit Reagents,Spirit Reagents,1
watert1,Water,1
Tier 5 Protective Reagents,Tier 5 Protective Reagents,1
Water Reagents,Water Reagents,1
Spirit Reagents,Spirit Reagents,1
watert1,Water,1
Tier 5 Protective Reagents,Tier 5 Protective Reagents,1
Earth Reagents,Earth Reagents,1
Spirit Reagents,Spirit Reagents,1
Tier 5 Metals,Tier 5 Metals,1
Leathers,Leathers,1
Cloth,Cloth,1
watert1,Water,1
pigmentred,Red Pigment,1
pigmentbrown,Brown Pigment,1
timbert5,Ironwood Planks,1
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
watert1,Water,1
Tier 5 Protective Reagents,Tier 5 Protective Reagents,1
Fire Reagents,Fire Reagents,1
Spirit Reagents,Spirit Reagents,1
timbert5,Ironwood Planks,1
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
watert1,Water,1
Tier 5 Protective Reagents,Tier 5 Protective Reagents,1
Death Reagents,Death Reagents,1
Spirit Reagents,Spirit Reagents,1
watert1,Water,1
pigmentblack,Black Pigment,1
pigmentwhite,White Pigment,1
timbert5,Ironwood Planks,1
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
focstrbonust3,Ancient Rib,1
transmutationcatalystt5,Grand Transmutation Catalyst,1
repair_t1,repair_t1,1
Any Craft Mods,Any Craft Mods,1
strintbonust3,Gold Lost Locket,1
transmutationcatalystt5,Grand Transmutation Catalyst,1
dexintbonust3,Fish Fang,1
transmutationcatalystt5,Grand Transmutation Catalyst,1
dexconbonust3,Starmetal Hook,1
transmutationcatalystt5,Grand Transmutation Catalyst,1
stickyvinest1,Sticky Vines,1
putridbarkt1,Putrid Bark,1
Tier 5 Metals,Tier 5 Metals,1
Wood,Wood,1
Fire Arcana,Fire Arcana,1
stickyvinest1,Sticky Vines,1
Tier 5 Cloth,Tier 5 Cloth,1
Leathers,Leathers,1
Metals,Metals,1
spectraldustt1,Spectral Dust,1
Tier 5 Cloth,Tier 5 Cloth,1
Leathers,Leathers,1
Metals,Metals,1
stickyvinest1,Sticky Vines,1
Tier 5 Cloth,Tier 5 Cloth,1
Leathers,Leathers,1
Metals,Metals,1
spectraldustt1,Spectral Dust,1
Tier 5 Cloth,Tier 5 Cloth,1
Leathers,Leathers,1
Metals,Metals,1
spectraldustt1,Spectral Dust,1
Tier 5 Cloth,Tier 5 Cloth,1
Leathers,Leathers,1
Metals,Metals,1
stickyvinest1,Sticky Vines,1
Tier 5 Cloth,Tier 5 Cloth,1
Leathers,Leathers,1
Metals,Metals,1
spectraldustt1,Spectral Dust,1
Tier 5 Cloth,Tier 5 Cloth,1
Leathers,Leathers,1
Metals,Metals,1
stickyvinest1,Sticky Vines,1
Tier 5 Cloth,Tier 5 Cloth,1
Leathers,Leathers,1
Metals,Metals,1
oilt1,Oil,1
Tier 5 Offensive Reagents,Tier 5 Offensive Reagents,1
Life Reagents,Life Reagents,1
Death Reagents,Death Reagents,1
carrott1,Carrot,1
fisht1,Fish Filet,1
seasoningblendt1,Seasoning Blend,1
garlict1,Garlic,1
stringbeant1,String Bean,1
buttert1,Butter,1
rosemaryt1,Rosemary,1
stickyvinest1,Sticky Vines,1
Tier 5 Cloth,Tier 5 Cloth,1
Leathers,Leathers,1
Metals,Metals,1
timbert5,Ironwood Planks,1
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
watert1,Water,1
pigmentblack,Black Pigment,1
pigmentcyan,Cyan Pigment,1
oilt1,Oil,1
Tier 5 Offensive Reagents,Tier 5 Offensive Reagents,1
Water Reagents,Water Reagents,1
Death Reagents,Death Reagents,1
timbert5,Ironwood Planks,1
ingott5,Orichalcum Ingot,1
woodstaint5,Mahogany Stain,1
cabbaget1,Cabbage,1
poultryt1,Poultry,1
nutt1,Nut,1
peppercornt1,Peppercorn,1
buttert1,Butter,1
stringbeant1,String Bean,1
seasoningblendt1,Seasoning Blend,1
spectraldustt1,Spectral Dust,1
metallicboneweavet1,Metallic Boneweave,1
collarjadet1,Jade Collar,1
jadetalismant1,Jade Talisman,1
Tier 5 Metals,Tier 5 Metals,1
Refined Wood,Refined Wood,1
Leathers,Leathers,1
spectraldustt1,Spectral Dust,1
metallicboneweavet1,Metallic Boneweave,1
Tier 5 Metals,Tier 5 Metals,1
Refined Wood,Refined Wood,1
Leathers,Leathers,1
stickyvinest1,Sticky Vines,1
putridbarkt1,Putrid Bark,1
Tier 5 Metals,Tier 5 Metals,1
Refined Wood,Refined Wood,1
Leathers,Leathers,1
stickyvinest1,Sticky Vines,1
putridbarkt1,Putrid Bark,1
Tier 5 Metals,Tier 5 Metals,1
Refined Wood,Refined Wood,1
Leathers,Leathers,1
timbert4,Wyrdwood Planks,1
ingott4,Starmetal Ingot,1
woodstaint4,Oak Stain,1
corruptedcrestt1,Corrupted Crest,1
house_housingitem_buff_damage_vs_corrupted_t1,Minor Corrupted Combat Trophy,1
timbert4,Wyrdwood Planks,1
ingott4,Starmetal Ingot,1
woodstaint4,Oak Stain,1
engineerstechniquemanualst1,Engineer's Technique Manuals,1
house_housingitem_buff_engineering_bonus_t1,Minor Engineering Crafting Trophy,1
timbert4,Wyrdwood Planks,1
ingott4,Starmetal Ingot,1
woodstaint4,Oak Stain,1
ectoplasmicessencet1,Ectoplasmic Essence,1
house_housingitem_buff_damage_vs_lost_t1,Minor Lost Combat Trophy,1
timbert4,Wyrdwood Planks,1
ingott4,Starmetal Ingot,1
woodstaint4,Oak Stain,1
journalflorat1,Journal of Aeternum Flora,1
house_housingitem_buff_harvesting_bonus_t1,Minor Harvesting Gathering Trophy,1
timbert4,Wyrdwood Planks,1
ingott4,Starmetal Ingot,1
woodstaint4,Oak Stain,1
lumberjackstokent1,Lumberjack's Token,1
house_housingitem_buff_logging_bonus_t1,Minor Logging Gathering Trophy,1
timbert4,Wyrdwood Planks,1
ingott4,Starmetal Ingot,1
woodstaint4,Oak Stain,1
armorersjournalt1,Armorer's Journal,1
house_housingitem_buff_outfitting_bonus_t1,Minor Armoring Crafting Trophy,1
timbert4,Wyrdwood Planks,1
ingott4,Starmetal Ingot,1
woodstaint4,Oak Stain,1
surveyorstoolst1,Surveyor's Tools,1
house_housingitem_buff_mining_bonus_t1,Minor Mining Gathering Trophy,1
timbert4,Wyrdwood Planks,1
ingott4,Starmetal Ingot,1
woodstaint4,Oak Stain,1
notesonaeternumfaunat1,Notes on Aeternum Fauna,1
house_housingitem_buff_skinning_bonus_t1,Minor Skinning Gathering Trophy,1
timbert4,Wyrdwood Planks,1
ingott4,Starmetal Ingot,1
woodstaint4,Oak Stain,1
stackeddeckt1,Stacked Deck,1
house_housingitem_buff_luck_bonus_t1,Minor Loot Luck Trophy,1
timbert4,Wyrdwood Planks,1
ingott4,Starmetal Ingot,1
woodstaint4,Oak Stain,1
house_housingitem_fishing_veryrarefish_a3,Taxidermied Blue-blooded Barb,1
house_housingitem_buff_fishing_bonus_t1,Minor Fishing Gathering Trophy,1
workorder_faction_armaments01_t5,Weaponsmithing Work Order,1
ingott4,Starmetal Ingot,1
timbert4,Wyrdwood Planks,1
leathert4,Layered Leather,1
Tier 5 Furs,Tier 5 Furs,1
Leathers,Leathers,1
Metals,Metals,1
Tier 5 Furs,Tier 5 Furs,1
Leathers,Leathers,1
Metals,Metals,1
Tier 5 Furs,Tier 5 Furs,1
Leathers,Leathers,1
Metals,Metals,1
Tier 5 Cloth,Tier 5 Cloth,1
Leathers,Leathers,1
Metals,Metals,1
Tier 5 Furs,Tier 5 Furs,1
Leathers,Leathers,1
Metals,Metals,1
Tier 5 Cloth,Tier 5 Cloth,1
Leathers,Leathers,1
Metals,Metals,1
holdingrunet5,Grand Rune of Holding,1
Tier 5 Leather,Tier 5 Leather,1
Cloth,Cloth,1
Metals,Metals,1
Tier 5 Cloth,Tier 5 Cloth,1
Leathers,Leathers,1
Metals,Metals,1
Tier 5 Cloth,Tier 5 Cloth,1
Leathers,Leathers,1
Metals,Metals,1
Tier 5 Cloth,Tier 5 Cloth,1
Leathers,Leathers,1
Metals,Metals,1
ambercutt4,Cut Pristine Amber,1
Trinket Bands,Trinket Bands,1
Trinket Gem Settings,Trinket Gem Settings,1
Precious Metals,Precious Metals,1
Tier 5 Cloth,Tier 5 Cloth,1
Leathers,Leathers,1
Metals,Metals,1
ingott51,Asmodeum,1
leathert51,Runic Leather,1
timbert51,Glittering Ebony,1
empoweredcounterbalancet5,Empowered Counterbalance,1
cinnabart1,Cinnabar,1
smolderhidet1,Smolderhide,1
carneliancutt4,Cut Pristine Carnelian,1
Trinket Bands,Trinket Bands,1
Trinket Gem Settings,Trinket Gem Settings,1
Precious Metals,Precious Metals,1
diamondcutt4,Cut Pristine Diamond,1
Trinket Hooks,Trinket Hooks,1
Trinket Gem Settings,Trinket Gem Settings,1
Precious Metals,Precious Metals,1
jaspercutt4,Cut Pristine Jasper,1
Trinket Hooks,Trinket Hooks,1
Trinket Gem Settings,Trinket Gem Settings,1
Precious Metals,Precious Metals,1
emeraldcutt4,Cut Pristine Emerald,1
Trinket Hooks,Trinket Hooks,1
Trinket Gem Settings,Trinket Gem Settings,1
Precious Metals,Precious Metals,1
essencewatert1,Water Quintessence,1
leathert51,Runic Leather,1
ingott51,Asmodeum,1
corecrystalicet5,Ice Crystal Core,1
barbvinet1,Barbvine,1
blisterweavet1,Blisterweave,1
moonstonecutt4,Cut Pristine Moonstone,1
Trinket Hooks,Trinket Hooks,1
Trinket Gem Settings,Trinket Gem Settings,1
Precious Metals,Precious Metals,1
malachitecutt4,Cut Pristine Malachite,1
Trinket Hooks,Trinket Hooks,1
Trinket Gem Settings,Trinket Gem Settings,1
Precious Metals,Precious Metals,1
amethystcutt4,Cut Pristine Amethyst,1
Trinket Hooks,Trinket Hooks,1
Trinket Gem Settings,Trinket Gem Settings,1
Precious Metals,Precious Metals,1
pearlt4,Pristine Pearl,1
Trinket Hooks,Trinket Hooks,1
Trinket Gem Settings,Trinket Gem Settings,1
Precious Metals,Precious Metals,1
ambercutt4,Cut Pristine Amber,1
Trinket Hooks,Trinket Hooks,1
Trinket Gem Settings,Trinket Gem Settings,1
Precious Metals,Precious Metals,1
topazcutt4,Cut Pristine Topaz,1
Trinket Hooks,Trinket Hooks,1
Trinket Gem Settings,Trinket Gem Settings,1
Precious Metals,Precious Metals,1
carneliancutt4,Cut Pristine Carnelian,1
Trinket Hooks,Trinket Hooks,1
Trinket Gem Settings,Trinket Gem Settings,1
Precious Metals,Precious Metals,1
Tier 5 Metals,Tier 5 Metals,1
Refined Wood,Refined Wood,1
Leathers,Leathers,1
Tier 5 Metals,Tier 5 Metals,1
Refined Wood,Refined Wood,1
Leathers,Leathers,1
diamondt3,Brilliant Diamond,1
essencelifet1,Life Quintessence,1
Solvent,Solvent,1
jaspert3,Brilliant Jasper,1
essenceairt1,Air Quintessence,1
Solvent,Solvent,1
emeraldt3,Brilliant Emerald,1
essenceeartht1,Earth Quintessence,1
Solvent,Solvent,1
onyxt3,Brilliant Onyx,1
essencelifet1,Life Quintessence,1
Solvent,Solvent,1
opalt3,Brilliant Opal,1
essencespiritt1,Soul Quintessence,1
Solvent,Solvent,1
moonstonet3,Brilliant Moonstone,1
essencedeatht1,Death Quintessence,1
Solvent,Solvent,1
rubyt3,Brilliant Ruby,1
essencefiret1,Fire Quintessence,1
Solvent,Solvent,1
sapphiret3,Brilliant Sapphire,1
essencedeatht1,Death Quintessence,1
Solvent,Solvent,1
topazt3,Brilliant Topaz,1
essenceairt1,Air Quintessence,1
Solvent,Solvent,1
breachdrop5,Corrupted Lodestone,1
factionchisel5,Asmodeum Chisel,1
blockt51,Runestone,1
keypart_corelazarus,Lazarus Core,1
keypart_elementalheart,Elemental Heart,1
keypart_undyingheart,Undying Heart,1
keymat_glowingspore,Glowing Spore,1
keymat_edentotem,Earth Totem,1
essencedeatht1,Death Quintessence,1
essencelifet1,Life Quintessence,1
essencespiritt1,Soul Quintessence,1
blightseeds,Blight Seeds,1
ingott5,Orichalcum Ingot,1
ingott5,Orichalcum Ingot,1
ingott5,Orichalcum Ingot,1
malachitet3,Brilliant Malachite,1
essencespiritt1,Soul Quintessence,1
Solvent,Solvent,1
ingott5,Orichalcum Ingot,1
rubycutt4,Cut Pristine Ruby,1
Trinket Chains,Trinket Chains,1
Trinket Gem Settings,Trinket Gem Settings,1
Precious Metals,Precious Metals,1
watert1,Water,1
pigmentturquoise,Turquoise Pigment,1
pigmentgreen,Green Pigment,1
oret5,Orichalcum Ore,1
ingott4,Starmetal Ingot,1
charcoalt1,Charcoal,1
Flux,Flux,1
rawhidet5,Iron Hide,1
leathert4,Layered Leather,1
Tannin,Tannin,1
timbert4,Wyrdwood Planks,1
ingott4,Starmetal Ingot,1
woodstaint4,Oak Stain,1
fibert5,Wirefiber,1
clotht4,Silk,1
Cloth Weave,Cloth Weave,1
woodt5,Ironwood,1
timbert4,Wyrdwood Planks,1
Sandpaper,Sandpaper,1
blockt4,Lodestone Brick,1
stonet4,Lodestone,1
lodestoneeartht1,Loamy Lodestone,1
Sandpaper,Sandpaper,1
reagentconvertert5,Masterwork Material Converter,1
Refining Materials Tier 5,Refining Materials Tier 5,1
reagentconvertert5,Masterwork Material Converter,1
Refining Materials Tier 5,Refining Materials Tier 5,1
reagentconvertert5,Masterwork Material Converter,1
Refining Materials Tier 5,Refining Materials Tier 5,1
reagentconvertert5,Masterwork Material Converter,1
Refining Materials Tier 5,Refining Materials Tier 5,1
reagentconvertert5,Masterwork Material Converter,1
Refining Materials Tier 5,Refining Materials Tier 5,1
timbert4,Wyrdwood Planks,1
ingott4,Starmetal Ingot,1
woodstaint4,Oak Stain,1
wolfloint1,Tender Wolf Loin,1
pastrycrustt1,Pastry Crust,1
squasht1,Squash,1
mushroomt1,Mushroom,1
peppercornt1,Peppercorn,1
oreganot1,Oregano,1
alchemylifet3,Life Essence,1
timbert4,Wyrdwood Planks,1
ingott4,Starmetal Ingot,1
ingotprecioust3,Platinum Ingot,1
blessedcruciblet1,Blessed Crucible,1
scalecordt1,Scalecord,1
ingott4,Starmetal Ingot,1
timbert4,Wyrdwood Planks,1
leathert4,Layered Leather,1
ingotprecioust3,Platinum Ingot,1
blessedcruciblet1,Blessed Crucible,1
brightscalehidet1,Brightscale Hide,1
timbert4,Wyrdwood Planks,1
ingott4,Starmetal Ingot,1
woodstaint4,Oak Stain,1
timbert4,Wyrdwood Planks,1
ingott4,Starmetal Ingot,1
woodstaint4,Oak Stain,1
ingott4,Starmetal Ingot,1
timbert4,Wyrdwood Planks,1
leathert4,Layered Leather,1
ingotprecioust3,Platinum Ingot,1
blessedcruciblet1,Blessed Crucible,1
brightscalehidet1,Brightscale Hide,1
ingott4,Starmetal Ingot,1
leathert4,Layered Leather,1
timbert4,Wyrdwood Planks,1
ingotprecioust3,Platinum Ingot,1
azuritechunkt1,Azurite Chunk,1
shifthidet1,Shifthide,1
watert1,Water,1
pigmentbrown,Brown Pigment,1
pigmentblack,Black Pigment,1
alchemyfiret3,Fire Essence,1
timbert4,Wyrdwood Planks,1
ingott4,Starmetal Ingot,1
ingotprecioust3,Platinum Ingot,1
quillbarkt1,Quillbark,1
glintwoolt1,Glintstrands,1
fishroet1,Fish Roe,1
breadt1,Bread,1
cheeset1,Cheese,1
fishingsalmonlarget1,Large Salmon,1
dillt1,Dill,1
cookingoilt1,Cooking Oil,1
timbert4,Wyrdwood Planks,1
ingott4,Starmetal Ingot,1
woodstaint4,Oak Stain,1
ingott4,Starmetal Ingot,1
leathert4,Layered Leather,1
timbert4,Wyrdwood Planks,1
ingotprecioust3,Platinum Ingot,1
blessedcruciblet1,Blessed Crucible,1
brightscalehidet1,Brightscale Hide,1
timbert4,Wyrdwood Planks,1
ingott4,Starmetal Ingot,1
woodstaint4,Oak Stain,1
timbert4,Wyrdwood Planks,1
clotht4,Silk,1
leathert4,Layered Leather,1
ingotprecioust3,Platinum Ingot,1
quillbarkt1,Quillbark,1
scalecordt1,Scalecord,1
alchemywatert3,Water Essence,1
leathert4,Layered Leather,1
ingott4,Starmetal Ingot,1
ingotprecioust3,Platinum Ingot,1
quillbarkt1,Quillbark,1
glintwoolt1,Glintstrands,1
timbert4,Wyrdwood Planks,1
ingott4,Starmetal Ingot,1
woodstaint4,Oak Stain,1
watert1,Water,1
pigmentyellow,Yellow Pigment,1
pigmentblue,Blue Pigment,1
timbert4,Wyrdwood Planks,1
ingott4,Starmetal Ingot,1
woodstaint4,Oak Stain,1
breadt1,Bread,1
eggt1,Egg,1
milkt1,Milk,1
